Name,Variety_Code,Crop_Type,Days_to_Maturity,Days_to_Transplant,Direct_Sow,Succession_Interval,Description
Jalapeno,VHP44,Pepper,60,21,No,21,"Jalapeno M                        feature a distinctive tail and"
Red,VHP21,Pepper,60,21,No,21,"Red                                                                         A well known culinary variety with      red. Maximum fruit size is 5cm x"
"Cayenne Red",VHP20,Pepper,60,21,No,21,"Cayenne Red                        mild and tasty fruits. Produces a       3cm but often the overall size is"
Orange,VHP22,Pepper,60,21,No,21,"Orange                             (not shown)                              high yield of fruits typically 8-10cm   smaller. Needs high temperatures"
Yellow,VHP23,Pepper,60,21,No,21,"Yellow                             A hot, pungent pepper with long,         long, with a blunt end and thick        to germinate with the optimum"
Black,VHP24,Pepper,60,21,No,21,"Black                              red.                                                                             when handling fruit."
Tabasco,VHP45,Pepper,60,21,No,21,"Tabasco (not shown)"
Habahot,VHP16,Pepper,60,21,No,21,"Habahot (not shown)                Habanero (not shown)"
"Pot Black",VHP86,Pepper,60,21,No,21,"Pot Black (not shown)"
"Extremely Resistant",,Pepper,60,21,No,21,"Extremely hot. Resistant to TMV.                                                                                          attractive purple flowers. Small"
White,VHP31,Pepper,60,21,No,21,"White                                 50sd      100sd      250sd"
Chocolate,VHP32,Pepper,60,21,No,21,"Chocolate                                                                     50sd      100sd      250sd"
Red,VHP33,Pepper,60,21,No,21,"Red                                      £16.80      £30.00                  £10.60 £19.00         £42.30"
Orange,VHP34,Pepper,60,21,No,21,"Orange                                                                             500sd    1,000sd"
Yellow,VHP35,Pepper,60,21,No,21,Yellow
"Hot Lemon",VHP28,Pepper,60,21,No,21,"Hot Lemon"
The,,Pepper,60,21,No,21,"varieties. The hot fruits often                                                  a very different, unique flavour."
Quickfire,VHP08,Pepper,60,21,No,21,"Quickfire                          reach 0.8-1.3 million SHU at             Biquinho                                The immature fruits, which are"
Red,VHP61,Pepper,60,21,No,21,"Red NEW                            in size and have a mild heat when"
Yellow,VHP63,Pepper,60,21,No,21,"Yellow NEW                         ripe."
Orange,VHP65,Pepper,60,21,No,21,"Orange NEW                         VHP54 Red                                      £25.20      £45.00"
White,VHP67,Pepper,60,21,No,21,"White NEW                          VHP56 Yellow"
Protector,VHP96,Pepper,60,21,No,21,Protector
Mohawk,VSW192,Pepper,60,21,No,21,"Mohawk                          VSW190 Redskin"
Paradise,VSW270,Pepper,60,21,No,21,Paradise
"Red Star",VSW151,Pepper,60,21,No,21,"Red Star                                                              which are typically around 7-8cm"
"Golden Star",VSW152,Pepper,60,21,No,21,"Golden Star                                                           green to red. Compact growing"
"Bright Star",VSW153,Pepper,60,21,No,21,"Bright Star                                                              £8.25    £14.75       £32.90"
"Purple Star",VSW154,Pepper,60,21,No,21,"Purple Star"
Akron,VSW142,Pepper,60,21,No,21,"Akron (not shown)                VSW159 Star Mix                       VSW160 Mavras (not shown)"
Elfo,VSW144,Pepper,60,21,No,21,"Elfo                             colours.                              shiny purple, later turning into"
"Bell Boy",VSW120,Pepper,60,21,No,21,"Bell Boy                             £106.40 £190.00"
"Topepo Giallo",VSW172,Pepper,60,21,No,21,"Topepo Giallo                    organic seed                                                                 produced on these attractive,"
Bendigo,VOG570,Pepper,60,21,No,21,"Bendigo (not shown)                                                   coloured, tapered fruits are"
Nirvana,VSW275,Pepper,60,21,No,21,Nirvana
Lemon,VSW162,Pepper,60,21,No,21,Lemon
Tangerine,VSW164,Pepper,60,21,No,21,Tangerine
"Palla Rossa",VRA005,Radish,60,21,No,21,"Palla Rossa 3                        Bandito"
"F1 Bandito",VRA064,Radish,60,21,No,21,"F1 Bandito"
"Palla Rossa",VOG595,Radish,60,21,No,21,"Palla Rossa 3                     August. Uniform shape with thick"
Leonardo,VRA020,Radish,60,21,No,21,"Leonardo                          VRA065 F1 Celesta Poly Glas"
"Garden Merit.",,Radish,60,21,No,21,"Garden Merit.                              A productive variety for harvesting      A hybrid Cherry Belle type with"
Leonardo,VOG593,Radish,60,21,No,21,"Leonardo                          organic seed"
"F1 Celesta",VOG606,Radish,60,21,No,21,"F1 Celesta"
"F1 Logo",VRA042,Radish,60,21,No,21,"F1 Logo"
Viola,VRA130,Radish,60,21,No,21,Viola
"Cherry Belle",VRA050,Radish,60,21,No,21,"Cherry Belle                       onwards. 50-80 seeds per gram.      trade. Produce outside during the"
Albena,VRA135,Radish,60,21,No,21,"Albena (not shown)                                                        Germinates between 10oC and         spring and summer, and under"
Cultivated,VRO10,Radish,60,21,No,21,"Cultivated (not shown)"
Victoria,VRH20,Radish,60,21,No,21,"Victoria (not shown)          Plain Rocket. Leaves can be"
Zlata,VRA140,Radish,60,21,No,21,"Zlata (not shown)                     £16.20       £30.00                This heavy yielding, long stalked"
"Cherry Belle",VOG602,Pepper,60,21,No,21,"Cherry Belle                          5g        10g       25g         colour. Very quick-maturing. 700"
Champagne,VRH30,Pepper,60,21,No,21,Champagne
"Scarlet Globe",VRA060,Pepper,60,21,No,21,"Scarlet Globe                     (not shown)"
Cultivated,VOG610,Pepper,60,21,No,21,Cultivated
"French Breakfast",VRA100,Pepper,60,21,No,21,"French Breakfast 3                Crowns                              VRO20 Wild (not shown)"
Diana,VRA145,Pepper,60,21,No,21,"Diana                                                                    charges apply to Rhubarb crowns     especially important. 4,500 sds/"
"Long White Icicle",VRA110,Pepper,60,21,No,21,"Long White Icicle                                                            £11.45      £21.20"
Wild,VOG620,Pepper,60,21,No,21,Wild
"Rainbow Mix",VRA150,Pepper,60,21,No,21,"Rainbow Mix                         50g      100g         250g                                                  £2.80     £5.15     £9.55"
"Oriental Rosa",VOG500,Pepper,60,21,No,21,"Oriental Rosa 2                   VPL40 Victoria (not shown)"
"Raspberry Red",VPL44,Pepper,60,21,No,21,"Raspberry Red"
Uber,VRO50,Pepper,60,21,No,21,Uber
"China Rose",VRA080,Pepper,60,21,No,21,"China Rose                          10g       25g        50g             growth that doesn’t require         A high quality salad rocket variety."
Goliath,VPL46,Pepper,60,21,No,21,"Goliath                       with serrated edges. Good flavour."
"F1 Responder",VSP42,Pepper,60,21,No,21,"F1 Responder"
"F1 Renegade",VOG631,Pepper,60,21,No,21,"F1 Renegade"
Alfalfa,VSP60,Pepper,60,21,No,21,"Alfalfa (not shown)"
"F1 Harp",VSP22,Pepper,60,21,No,21,"F1 Harp"
"F1 Santa Cruz",VSP34,Pepper,60,21,No,21,"F1 Santa Cruz                                                        VOG900 Alfalfa"
"Black Tuscany Kale",VSP63,Pepper,60,21,No,21,"Black Tuscany Kale"
"F1 Palco",VOG630,Pepper,60,21,No,21,"F1 Palco                       days."
"F1 Amador",VSP46,Pepper,60,21,No,21,"F1 Amador                      mildew, suited to autumn, winter         £10.65 £17.00        £26.70"
Carrot,VSP72,Pepper,60,21,No,21,"Carrot (not shown)"
Matador,VOG635,Pepper,60,21,No,21,"Matador                            250g       500g        1kg"
"F1 Denton",VSP48,Pepper,60,21,No,21,"F1 Denton (not shown)          with a slightly savoyed texture."
"F1 Rubino",VSP18,Pepper,60,21,No,21,"F1 Rubino                        A smooth leaved variety suitable     Can be sown from March to"
Viroflay,VSP36,Leek,60,21,No,21,"Viroflay (not shown)"
Chickpea,VSP73,Leek,60,21,No,21,"Chickpea (not shown)              VSP70 Mung Bean"
"Red Cabbage",VSP86,Leek,60,21,No,21,"Red Cabbage"
Pea,VSP83,Leek,60,21,No,21,"Pea                                 purple colour and brassica flavour."
"Mung Bean",VOG910,Leek,60,21,No,21,"Mung Bean                        stir-fries and salads; can be eaten              21/2kg      5kg"
"Mustard, Brown",VSP76,Leek,60,21,No,21,"Mustard, Brown                                                              VOG925 Red Cabbage"
"Chinese Cabbage",VSP74,Leek,60,21,No,21,"Chinese Cabbage                   have an intense flavour with a          organic seed"
Pea,VOG912,Leek,60,21,No,21,Pea
"Mustard, White",VSP80,Leek,60,21,No,21,"Mustard, White                                                              VSP90 Rocket"
"Radish Rambo",VSP95,Leek,60,21,No,21,"Radish Rambo                              21/2kg      5kg"
"Salad Rape",VRA120,Leek,60,21,No,21,"Salad Rape"
Fenugreek,VSP65,Leek,60,21,No,21,"Fenugreek                                                                                                           the sandwich trade. Also suitable"
"Radish Rambo",VOG915,Leek,60,21,No,21,"Radish Rambo                          250g       500g       1kg"
"Radish Daikon",VSP84,Leek,60,21,No,21,"Radish Daikon 		                    VSP92 Sunflower (not shown)"
Nasturtium,VSP78,Leek,60,21,No,21,"Nasturtium      		                Daikon is a popular subject for           calcium and magnesium. Excellent"
Fenugreek,VOG907,Pepper,60,21,No,21,"Fenugreek                                                                soups, sandwiches and as a garnish.       4-6 days."
Leek,VSP68,Pepper,60,21,No,21,"Leek                              VSP82 Onion (not shown)                        £29.45     £54.35                          £26.50     £48.95"
"Radish Daikon",VOG920,Pepper,60,21,No,21,"Radish Daikon                      VOG930 Sunflower"
"Green Bush",VMA080,Pepper,60,21,No,21,"Green Bush               YP"
"F1 Atena",VMA038,Pepper,60,21,No,21,"F1 Atena                YP"
"F1 Tosca",VMA116,Pepper,60,21,No,21,"F1 Tosca                          produces a heavy crop of golden-"
"Black Beauty",VOG640,Pepper,60,21,No,21,"Black Beauty                                           YP Poly Glas       yellow courgettes. Sweet flavour"
"F1 Gold Rush",VMA085,Pepper,60,21,No,21,"F1 Gold Rush"
"F1 Ambassador",VMA010,Courgette,60,21,No,21,"F1 Ambassador                    VOG250 F1 Tosca                          still produces a good number of"
"F1 Midnight",VMA105,Courgette,60,21,No,21,"F1 Midnight             YP            100g      250g        500g"
"Eight Ball",,Courgette,60,21,No,21,"Eight Ball                          hybrids, making it less suitable for"
"F1 Dunja",VOG252,Courgette,60,21,No,21,"F1 Dunja (not shown)              £5.70 £10.20 £22.75 £40.60"
"F1 Precioza",VMA022,Courgette,60,21,No,21,"F1 Precioza"
"F1 Eight Ball",VMA070,Courgette,60,21,No,21,"F1 Eight Ball         YP                                                makes for easy harvesting. Highly"
"F1 Bush Baby",VMA095,Courgette,60,21,No,21,"F1 Bush Baby"
"F1 Party",VMA112,Courgette,60,21,No,21,"F1 Party"
"F1 Safari",VMA030,Courgette,60,21,No,21,"F1 Safari                  YP"
"F1 One Ball",VMA075,Courgette,60,21,No,21,"F1 One Ball               YP    The dark green fruits are typically     A unique variety that produces"
"F1 Tiger Cross",VMA065,Courgette,60,21,No,21,"F1 Tiger Cross"
"F1 Eight",,Courgette,60,21,No,21,"combination with F1 Eight Ball. Bush   zucchini yellow mosaic virus and        bush habit. Contrasts well with          Early to crop. Resistant to"
"F1 Snowball",VSQ300,Courgette,60,21,No,21,"F1 Snowball NEW"
"F1 Racer",VSQ460,Courgette,60,21,No,21,"F1 Racer (not shown)"
"F1 Jack Of",VSQ580,Courgette,60,21,No,21,"F1 Jack Of All"
Zombie,VSQ310,Courgette,60,21,No,21,"Zombie NEW                                                                 50sd 100sd 250sd 500sd"
"F1 Jill Be",VSQ210,Courgette,60,21,No,21,"F1 Jill Be Little                is great for enhancing Hallowe’en"
Jack,VOG655,Courgette,60,21,No,21,"Jack O’ Lantern"
"F1 Harvest Moon",VSQ440,Courgette,60,21,No,21,"F1 Harvest Moon"
"F1 Casperita",VSQ230,Courgette,60,21,No,21,"F1 Casperita"
"F1 Spitfire",VSQ320,Courgette,60,21,No,21,"F1 Spitfire"
"F1 Knuckle Head",VSQ520,Courgette,60,21,No,21,"F1 Knuckle Head"
"F1 Mellow Yellow",VSQ490,Courgette,60,21,No,21,"F1 Mellow Yellow                 Fruit size 5-7Kg; typically 30cm tall"
"F1 Corvette",VSQ582,Courgette,60,21,No,21,"F1 Corvette"
"F1 Chucky",VSQ290,Courgette,60,21,No,21,"F1 Chucky                                                                                                        ribbing, with strong, well attached"
"F1 Hot Chocolate",VSQ340,Courgette,60,21,No,21,"F1 Hot Chocolate                                                         handles. Fruits typically 5-7Kg. Also"
"F1 Camaro",VSQ584,Courgette,60,21,No,21,"F1 Camaro                                                                       Uchiki Kuri"
"F1 Wicked",VSQ550,Courgette,60,21,No,21,"F1 Wicked                         VSQ570 F1 Gladiator                         VSQ080 F1 Hunter                         VSQ650 Uchiki Kuri"
Waltham,VSQ150,Courgette,60,21,No,21,Waltham
"F1 Carrie",VSQ510,Courgette,60,21,No,21,"F1 Carrie (not shown)                Big Loretta                              (not shown)   Butternut                  organic seed"
"Uchiki Kuri",VOG650,Courgette,60,21,No,21,"Uchiki Kuri"
"F1 Big Loretta",VSQ530,Courgette,60,21,No,21,"F1 Big Loretta"
Waltham,VOG647,Courgette,60,21,No,21,Waltham
"F1 CargoNEW",VSQ450,Courgette,60,21,No,21,"F1 CargoNEW"
"F1 Ambermax",VSQ680,Courgette,60,21,No,21,"F1 Ambermax"
"F1 Polar Bear",VSQ590,Courgette,60,21,No,21,"F1 Polar Bear                                                                   50sd 100sd 250sd 500sd"
"F1 Magic Lantern",VSQ500,Courgette,60,21,No,21,"F1 Magic Lantern                  white colour that is retained well          VSQ030 F1 Autumn Crown                      Red October"
"Rouge Vif",VSQ595,Courgette,60,21,No,21,"Rouge Vif 		 NEW                     per plant."
"F1 Red October",VSQ760,Courgette,60,21,No,21,"F1 Red October"
"Atlantic Giant",VSQ240,Courgette,60,21,No,21,"Atlantic Giant                    ribs/lobes.      Striking red-orange                                                 A hybrid Hubbard variety that"
"F1 Stripetti",VSQ740,Courgette,60,21,No,21,"F1 Stripetti"
"F1 Crown Prince",VSQ250,Courgette,60,21,No,21,"F1 Crown Prince                                                             Zephyr"
"F1 Harlequin",VSQ050,Courgette,60,21,No,21,"F1 Harlequin                    Grey-skinned variety with bright       VSQ750 Spaghetti"
"F1 Zephyr",VSQ880,Courgette,60,21,No,21,"F1 Zephyr"
"F1 Rosie",VSQ990,Courgette,60,21,No,21,"F1 Rosie NEW                                                            shaped patty pan varieties, with"
"F1 Honey Bear",VSQ730,Courgette,60,21,No,21,"F1 Honey Bear                   A stunning pink Kabocha type                                                   scallop edged fruits. All mature"
"F1 Kabocha",VSQ980,Courgette,60,21,No,21,"F1 Kabocha                       fruit production."
"F1 Lunar Eclipse",VSQ900,Courgette,60,21,No,21,"F1 Lunar Eclipse"
"F1 Sunbeam",VSQ940,Courgette,60,21,No,21,"F1 Sunbeam"
"F1 Celebration",VSQ800,Courgette,60,21,No,21,"F1 Celebration                                                                                                   Sunbeam"
"F1 Fairy",VSQ280,Courgette,60,21,No,21,"F1 Fairy"
"F1 Sweet Lightning",VSQ820,Courgette,60,21,No,21,"F1 Sweet Lightning                   Lunar Eclipse"
Turks,VSQ180,Courgette,60,21,No,21,Turks
Best,VSW020,Courgette,60,21,No,21,"Best of All (not shown)                                                   Super sweet (sh2)"
"F1 Golden Hind",VSW070,Courgette,60,21,No,21,"F1 Golden Hind"
Best,VSW022,Courgette,60,21,No,21,"Best of All                        Main classifications for               shorter variety with some tillers."
Gowrie,VSW010,Courgette,60,21,No,21,"Gowrie (not shown)                                                              2,500sd 10,000sd"
"F1 Earlibird",VSW072,Courgette,60,21,No,21,"F1 Earlibird"
"F1 Tweed",VSW034,Courgette,60,21,No,21,"F1 Tweed                                                                 quality and flavour."
Magres,VSW002,Courgette,60,21,No,21,"Magres (not shown)             VSW012 Gowrie                                                                    VSW078 F1 Golden Fleece"
Invitation,VSW015,Courgette,60,21,No,21,"Invitation                                                                with an average of 1.2 cobs per"
Magres,VSW003,Courgette,60,21,No,21,"Magres                         and powdery mildew. Excellent"
"F1 Golden Eagle",VSW075,Courgette,60,21,No,21,"F1 Golden Eagle"
Marian,VSW030,Courgette,60,21,No,21,"Marian                             250g        500g       1kg           grains on a 20cm long cob. Very"
Invitation,VSW018,Courgette,60,21,No,21,Invitation
"F1 Golden Gate",VSW081,Courgette,60,21,No,21,"F1 Golden Gate"
"F1 Goldcrest",VSW086,Courgette,60,21,No,21,"F1 Goldcrest"
Marian,VSW032,Courgette,60,21,No,21,"Marian                                                                  per cob. Exceptionally sweet            21cm in length, with 14 rows of"
"F1 Golden Phoenix",VSW104,Courgette,60,21,No,21,"F1 Golden Phoenix"
"F1 Golden Sweet",VTO235,Courgette,60,21,No,21,"F1 Golden Sweet"
"F1 Merrygold",VTO026,Courgette,60,21,No,21,"F1 Merrygold"
"Gardener’s Delight",VTO276,Courgette,60,21,No,21,"Gardener’s Delight"
"F1 Modus",VTO010,Courgette,60,21,No,21,"F1 Modus"
"F1 Ambrosia",VSW094,Courgette,60,21,No,21,"F1 Ambrosia"
"F1 Sungrape",VTO012,Courgette,60,21,No,21,"F1 Sungrape"
"F1 Minipop",VSW090,Courgette,60,21,No,21,"F1 Minipop                      (1), Va, Vd and Mj."
"F1 Allure",VTO278,Courgette,60,21,No,21,"F1 Allure"
"F1 Tremolo",VTO350,Courgette,60,21,No,21,"F1 Tremolo                          Sweet flavour, with an average"
"Ornamental Fiesta",VSW056,Courgette,60,21,No,21,"Ornamental Fiesta               VTO014 Sweet Aperitif                  VTO024 F1 Honeycomb"
"F1 Trilly",VTO032,Tomato,60,21,No,21,"F1 Trilly"
Rubinka,VTO272,Tomato,60,21,No,21,Rubinka
"F1 Sungold",VTO305,Tomato,60,21,No,21,"F1 Sungold                          sized fruits. Trusses are long and"
"F1 Cherrola",VTO034,Tomato,60,21,No,21,"F1 Cherrola"
"F1 Bottondoro",VTO030,Tomato,60,21,No,21,"F1 Bottondoro                   suitable for production in both"
"Black Cherry",VTO020,Tomato,60,21,No,21,"Black Cherry                     eaten fresh from the plant. Ideal"
"F1 Crokini",VTO122,Tomato,60,21,No,21,"F1 Crokini                              Floridity"
"F1 Black Moon",VTO058,Tomato,60,21,No,21,"F1 Black Moon"
"F1 Golden Ruby",VTO236,Tomato,60,21,No,21,"F1 Golden Ruby                  complex flavour that has proved to be"
"F1 Floridity",VTO132,Tomato,60,21,No,21,"F1 Floridity                                                             £5.90 £10.55 £23.50 £42.00"
"F1 Miele",VTO025,Tomato,60,21,No,21,"F1 Miele"
"F1 Santa Victoria",VTO128,Tomato,60,21,No,21,"F1 Santa Victoria                   (not shown)"
"F1 Sweet Million",VTO284,Tomato,60,21,No,21,"F1 Sweet Million                VTO044 F1 Cocktail Crush"
New,VTO128,Tomato,60,21,No,21,"New        mini plum              14-18                red                                                                                      high yield on long trusses"
New,VTO078,Tomato,60,21,No,21,"New            round              90-110               red                                                                                       an improved Shirley type"
"Ailsa Craig",VTO180,Tomato,60,21,No,21,"Ailsa Craig (not shown)                                        VTO250 Moneymaker                                                            Pannovy"
"F1 Honey Delight",VTO062,Tomato,60,21,No,21,"F1 Honey Delight"
Alicante,VTO190,Tomato,60,21,No,21,"Alicante (not shown)"
"F1 Pannovy",VTO080,Tomato,60,21,No,21,"F1 Pannovy"
"F1 Gallant",VTO054,Tomato,60,21,No,21,"F1 Gallant                                    £19.00 £27.40         £43.40                                                                                                                50sd 100sd 250sd 500sd"
"F1 Shirley",VTO110,Tomato,60,21,No,21,"F1 Shirley"
"F1 Orange",VTO446,Tomato,60,21,No,21,"F1 Orange"
"F1 Bauna",VTO078,Tomato,60,21,No,21,"F1 Bauna NEW                                                                 VTO150 F1 Golden Shine                  Smooth, orange fruit with vibrant"
"F1 Akron",VTO225,Tomato,60,21,No,21,"F1 Akron                            A tall variety producing distinctive    colour, while the flesh is firm, dense"
"F1 Buffalosteak",VTO450,Tomato,60,21,No,21,"F1 Buffalosteak"
"F1 Sparta",VTO120,Tomato,60,21,No,21,"F1 Sparta                                                                                                            Fruits typically 250-350 grams in"
"F1 Big Mama",VTO408,Tomato,60,21,No,21,"F1 Big Mama                      size but can reach up to 500 grams."
"Super Marmande",VTO270,Tomato,60,21,No,21,"Super Marmande                      production. The large (typically"
"F1 Buffalosun",VTO452,Tomato,60,21,No,21,"F1 Buffalosun"
"F1 Cindel",VTO134,Tomato,60,21,No,21,"F1 Cindel NEW                                                                                                        an heirloom variety but with the"
"F1 Big Pink",VTO430,Tomato,60,21,No,21,"F1 Big Pink"
"F1 Crimson Crush",VTO405,Tomato,60,21,No,21,"F1 Crimson Crush                                                            large, fleshy, ribbed, Beefsteak"
"F1 Cindel",VOG725,Tomato,60,21,No,21,"F1 Cindel                         semi-determinate variety if needed.        (1-3), Fol (0&1) and Va (0).            Va, Vd, Pi, TSWV (T0)."
"F1 Veranda",VTO484,Tomato,60,21,No,21,"F1 Veranda"
"F1 Knockout",VTO448,Tomato,60,21,No,21,"F1 Knockout                                                                                                                          fruits are cherry sized with an attractive"
"F1 Big Daddy",VTO436,Tomato,60,21,No,21,"F1 Big Daddy                                               This variety produces probably the"
"F1 Arnold",VTO610,Tomato,60,21,No,21,"F1 Arnold"
"F1 Cherry Falls",VTO492,Tomato,60,21,No,21,"F1 Cherry Falls"
"F1 Protector",VTO615,Tomato,60,21,No,21,"F1 Protector                                                    nature means that many plants are"
Red,VTO380,Tomato,60,21,No,21,"Red                                                           applications. Resistant to Fol (0)."
Yellow,VTO385,Tomato,60,21,No,21,"Yellow                                                         50sd 100sd 250sd 500sd"
"F1 Baby Boomer",VTO482,Tomato,60,21,No,21,"F1 Baby Boomer"
